Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
infB;yhbC;nusA, 3758.0, 5750:2:3:0.955128;48250:1:1:0;46750:2:3:0.907563, 16750:1:1:0, 39750:1:1:0;6750:2:2:1, 42750:1:4:0;10250:1:1:0, 4250:1:1:0, 48250:3:4:0.290323, 3250:2:2:1;56250:1:1:0;55250:1:1:0;21250:3:4:0.441558;38750:1:1:0;37250:3:4:0.390244, 2250:2:2:1, 19250:1:1:0;54750:1:1:0, 6750:2:2:1;5750:1:1:0;5250:1:1:0;12250:1:1:0, 5750:2:2:1;5250:1:1:0;5250:1:1:0;31750:2:3:1;4750:2:2:1;43250:1:1:0, 32750:1:1:0;4750:2:2:1;3250:1:1:0;750:1:1:0;8250:2:2:1;10250:1:1:0;31750:1:1:0;59250:3:6:0.609756;2250:1:1:0.0165289;1250:1:1:0;9250:1:1:0;36750:2:3:0.93913;20750:1:1:0
infC;thrS, 2039.0, , , 1750:2:2:1, , 4750:2:2:1, , 41750:1:1:0;39750:1:1:0, , 40750:3:5:0.117647;53250:3:5:0.0373832, 40750:1:1:0, 21750:1:4:0, 17250:2:2:1;35750:1:1:0;35750:1:1:0
intB, 1024.3, , , , , , , 32250:1:1:0, , 55750:2:2:0.928;53250:1:1:0, 36750:3:3:0.738095;53250:3:3:0.686275;35750:1:1:0, 43750:1:1:0, 32750:1:1:0;43750:1:1:0;42750:1:1:0;40250:3:4:0.0671141
intD;ECB_00487, 1214.0, , , , , , , 58750:3:6:0.269231;58250:3:4:0.388889, 24250:1:4:0.0689655, 47250:1:1:0, 51750:1:1:0;26750:1:1:0, 14750:1:1:0;41250:1:1:0;31250:1:1:0, 19750:1:1:0;42250:3:4:0.0322581
intR;xisR;ydaO, 2002.3, , , , , , , 20750:1:1:0;54750:3:4:0.382353, 35750:2:3:1;12250:1:4:0.0434783, 53750:1:1:0, 55750:3:4:0.341463;6250:3:4:0.321429, 39750:1:1:0;42750:1:1:0.04, 31750:3:3:0.886364;25750:1:1:0;47750:1:1:0;7250:1:1:0;53750:1:1:0;42250:3:4:0.0526316;29750:1:1:0
iscR, 474.3, 42250:2:3:0.924658, , , , , , , , , 53250:1:1:0;36750:3:4:0.186047, , 43750:1:1:0
ispB, 845.3, , , , , , , , 5750:2:3:0.97619, 52750:1:1:0, , , 26750:1:1:0;33250:1:1:0.00714286
ispE;lolB, 1233.3, , , , , , , , , , 18750:1:1:0, , 13750:1:1:0;36250:1:1:0;9250:1:1:0;12250:1:1:0
ispG;yfgA, 1779.3, , , , , , , , 30250:1:1:0.025641, , 48250:3:4:0.24, 27750:1:1:0, 16250:1:1:0;31750:2:3:0.930435;25750:1:1:0.00892857
ivbL, 181.7, , , , , , , , , , , , 
katE, 1824.3, , , , , , , 30250:3:3:0.593407;48750:1:1:0.0238095, , 42250:2:2:0.854701, 24750:1:1:0;12750:2:2:1;54750:1:1:0, 40750:2:3:1, 45250:1:1:0;23750:1:1:0;8250:2:2:0.990826;4750:1:1:0;43750:1:1:0;9250:1:1:0;28250:3:3:0.925926;25250:1:1:0
kch, 1108.3, , , , , , , , , 46250:1:1:0, , , 28250:3:4:0.068323;45750:2:3:0.961905
kdgK, 811.3, , , , , , , , 14750:1:4:0.0175439, , , 20750:1:1:0, 27750:1:1:0
kdgR, 712.0, , , , , , , , 9750:1:1:0;21250:2:3:0.9375, , 16250:1:1:0;27750:2:2:1, , 
kdgT, 828.3, , , , , , , 26250:2:2:1;28750:1:1:0, 17250:1:4:0.0263158;7250:2:3:1, , , 22250:2:3:1, 12750:1:1:0;27250:3:4:0.0890411
kdpA;kdpC;kdpB;kdpE;kdpD;kdpF, 6111.0, , , , , , 1250:1:1:0, 46250:3:4:0.659091;34250:3:3:0.694444;25250:2:2:1, 19750:2:3:0.862069;15250:1:1:0;16250:1:1:0;11750:1:1:0, 44750:2:2:0.923913;50750:1:1:0;56750:3:5:0.862745;43250:2:2:0.92381;58250:3:5:0.6;40750:1:1:0;40250:3:5:0.137255, 34750:1:1:0;50750:3:3:0.576923;38250:1:1:0;9250:2:2:1;40750:1:1:0;38250:3:3:0.605263;54250:1:1:0;40750:1:1:0;38250:3:3:0.716981;43750:3:4:0.222222;17750:1:1:0;35750:3:3:0.514286, 46250:1:1:0;32750:2:3:1;28750:1:1:0;10250:1:1:0;4750:2:2:1;23750:1:4:0;8250:1:1:0;21250:2:3:1;9750:2:2:1;45750:1:1:0;35750:2:3:1, 7750:2:2:1;17750:1:1:0;29750:1:1:0;10750:1:1:0.0125;16250:1:1:0;3250:1:1:0.0119048;750:1:1:0;8750:1:1:0;13750:2:2:0.990991;25250:1:1:0;4250:1:1:0;32750:1:1:0
kduI;kduD, 1368.7, , , , , , , 30750:1:1:0;38250:1:1:0, , , 10250:1:1:0, 33750:1:1:0;41250:1:1:0;20250:1:1:0;11250:2:2:1;35250:2:3:1, 8750:1:1:0;9250:1:1:0;34750:1:1:0.00671141;10750:1:1:0;750:1:1:0
kefA, 2676.3, , , , , , , 41250:1:1:0;28250:1:1:0;26250:2:2:1, 4250:2:3:0.928571;18750:1:4:0.0740741;12750:1:4:0.0645161;5750:2:3:0.977273;18250:1:1:0;18250:1:1:0, , 58750:3:4:0.327273;56750:1:1:0, 15250:1:1:0;47250:1:1:0;37250:2:3:1;32250:1:1:0, 20250:1:1:0;52750:3:3:0.7375;21750:1:1:0;45750:1:1:0;38750:1:1:0;8250:2:2:1;750:1:1:0;1250:1:1:0;42750:3:4:0.075;21750:2:2:0.992126
kefB;yheR, 1932.0, , , , 48250:2:3:1, , , 53250:1:1:0, 13250:2:3:0.962963;13750:1:1:0, 43750:1:1:0;39750:1:1:0, 12750:2:2:1, 14250:1:1:0;14250:2:2:1, 38250:1:1:0;11750:2:2:0.992248;750:1:1:0.00943396;53250:1:1:0.00925926
kefC;yabF, 1903.3, , , , , , , 52250:1:1:0, 7250:1:4:0;37750:1:1:0, 44750:1:1:0, 9750:1:1:0;14750:1:1:0;50250:1:1:0;15750:1:1:0;50750:3:4:0.292308, 38750:1:1:0;23750:1:1:0, 39750:3:4:0.0381679;17750:1:1:0;10250:1:1:0;35250:1:1:0;24750:2:2:1;42250:3:4:0.0989011;50250:1:1:0;41250:1:1:0
kil;racC;ydaE, 718.3, , , , , , , 56750:1:1:0.0222222, , , , , 60250:3:4:0.0406504;60750:3:6:0.691729
kptA, 526.7, , , , , , , , , , 34750:1:1:0;58250:3:6:0.171875;46250:1:1:0.0535714, , 
kup, 1510.0, , , , , , , 41250:1:1:0;47750:3:4:0.426471, 6250:1:1:0;12750:1:1:0;4250:2:2:1, 57750:3:5:0.0658683;39750:3:5:0.0740741;34750:2:2:1, 22250:1:1:0;33250:1:1:0;34750:3:4:0.25;25750:1:1:0;25750:1:1:0, 42250:1:1:0.111111;40750:1:1:0;28250:1:1:0;27750:1:1:0, 36750:1:1:0;13250:1:1:0
lacA;lacZ;lacY, 4028.3, , , , , , , 30250:3:3:0.542169;41750:1:1:0;28250:1:1:0;41750:1:1:0;58250:3:4:0.371429;55750:3:3:0.666667;57750:3:6:0.16129, 34750:2:3:1, 38750:1:1:0;48250:2:2:0.981481;43250:2:2:0.987654;53750:1:1:0, 56750:3:4:0.285714;25750:1:1:0;37750:3:3:0.628571, 16250:1:1:0;35250:1:1:0;37250:1:1:0;27750:1:1:0;8250:1:1:0;50250:2:3:1;8750:1:1:0;49750:1:1:0;19250:2:3:1, 38750:1:1:0;16250:1:1:0;34250:1:1:0.0078125;41250:2:3:0.946429;43750:3:4:0.0491803;8750:2:2:0.977273;56750:1:1:0;10250:1:1:0;53750:3:6:0.170213;15750:1:1:0
lacI;mhpR, 1710.0, , , 32750:2:2:1, , , , 58250:3:6:0.125, 6250:1:1:0;25750:2:3:0.984375;10250:2:3:0.914894;10250:3:6:0.857143, 47250:1:1:0;38250:1:5:0.0625, 20750:2:2:1;8250:2:2:0.978261, 2750:2:2:1;25250:2:2:0.894737, 27250:1:1:0;42750:1:1:0;750:1:1:0;30750:1:1:0;12250:2:2:0.987179;18250:2:2:1;8250:1:1:0;10250:2:2:1
lamB;malK, 2036.7, , , , , , , 57750:3:6:0.0606061;34250:3:4:0.365854;29750:1:1:0, 16250:1:1:0;21250:1:1:0;9250:1:4:0.0172414, 55750:3:5:0.863636;44750:2:2:0.943925, 33750:1:1:0, 29750:1:1:0;43250:1:1:0;48750:1:1:0, 7750:2:2:1;9250:2:2:1
lasT, 622.0, , , , , , , 39250:1:1:0, 17750:1:4:0.0144928;27750:1:1:0, 36750:2:2:0.992537, , 43750:2:3:1, 15750:1:1:0
ldcA, 809.7, , , , , , , 49750:1:1:0, , , , , 17750:1:1:0
ldcC;tilS;yaeR, 3166.3, , , , , , , 35750:3:4:0.409091;25750:2:2:1;32750:3:3:0.671875;28750:1:1:0, 8250:1:1:0;13750:1:4:0.0930233;10250:2:3:0.966667, 43750:3:5:0.138614;43250:2:2:0.975904;53250:1:1:0, 56250:1:1:0;6750:2:2:1, 25750:1:1:0;46250:1:1:0;48250:2:3:0.916667;12750:1:1:0;41250:1:1:0;8250:2:2:1;22250:1:4:0;29750:1:1:0;13250:2:2:1;20750:2:3:0.9, 20250:2:2:1;7750:1:1:0.0165289;11250:2:2:0.992188;30250:1:1:0;10250:1:1:0;25750:1:1:0;42750:1:1:0;11750:1:1:0.00869565;750:1:1:0.012987;54750:1:1:0;9250:1:1:0
ldhA, 878.0, , , , , , , 30750:1:1:0;38250:1:1:0, , , , , 21750:2:2:1;8250:1:1:0;17750:1:1:0;30250:1:1:0
lepA;lepB, 2245.3, , , , , , , , , 55250:1:1:0, 57250:3:1:0.0224719, 13750:1:1:0;43750:1:1:0, 32750:1:1:0
leuD;leuB;leuC;leuA, 3714.3, , , , , , , , 38750:2:3:1;38750:1:1:0, 23250:1:1:0;52250:1:1:0, 37750:1:1:0;26750:1:1:0;7250:1:1:0, 35250:2:3:1, 15750:1:1:0;43750:1:1:0;44250:1:1:0;23250:1:1:0.0116279
leuL, 169.3, , , , , , , , 37750:1:1:0, 38250:1:1:0, , , 
leuO, 843.3, , , , , , , 58750:3:6:0.402985, , , , , 54750:1:1:0
leuS;rlpB;holA;phpB;nadD, 4354.3, , , , , , , 55750:3:3:0.554054;32750:3:3:0.675676;36750:1:1:0, 16750:1:1:0, , 58750:3:6:0.193548;32750:1:1:0;26250:1:1:0;40250:1:1:0, 35250:2:3:1;25750:1:1:0;17250:1:1:0;13250:1:1:0;16750:1:4:0, 59750:3:4:0.0508475;750:1:1:0;32250:1:1:0.00775194;9250:1:1:0.00819672;36250:1:1:0.00724638;28750:1:1:0;27750:1:1:0;30750:1:1:0;4750:2:2:1
lhr, 3527.3, , , , , , , 38750:3:3:0.711538;33750:3:4:0.407407;46250:3:4:0.416667;25750:2:2:1;28250:1:1:0;32250:1:1:0;53750:3:4:0.298507, 12250:1:1:0;34750:2:3:1;10250:2:3:0.977778;16250:1:1:0, 37750:1:1:0;37250:1:1:0;40750:2:2:0.933333;56750:3:5:0.844444, 26250:1:1:0;23750:3:3:0.818182, 31750:2:2:0.88;53250:2:3:1, 50250:1:1:0;61750:3:6:0.177778;9750:1:1:0.00877193;60750:3:6:0.0263158;18250:1:1:0;7750:1:1:0;47750:1:1:0;31250:1:1:0
ligT;sfsA, 1039.7, , , , , , , 47250:1:1:0, , 56750:1:1:0, 23250:1:1:0;28750:2:2:0.95, 23750:1:1:0;23250:2:3:1, 750:1:1:0;42750:1:1:0;34750:3:3:0.916667;19250:2:2:1;43250:3:4:0.0538462
lipA, 854.0, , , , , , , 40250:1:1:0;37250:1:1:0, , , 47250:3:3:0.666667;22750:2:2:1, , 32250:3:4:0.0782609
livG;livF;livM;livK;livH, 3832.3, , , 7250:1:1:0;46750:1:1:0, , , , 25750:2:2:1;58750:3:4:0.373494, 8250:1:1:0, 55750:3:5:0.607438, 7250:2:2:1;29750:2:2:1;58250:3:6:0.0909091, 43750:1:1:0;25750:1:4:0, 31750:3:4:0.0485437;50250:3:4:0.0434783;34250:1:1:0;29250:1:1:0.0186916
livJ, 941.7, , , , , , , 32750:1:1:0;43250:3:3:0.576923, , , , , 
lldP;lldR;lldD, 2818.7, , , , , , , 35750:3:4:0.287879;30250:1:1:0, 22250:1:4:0.0121951;30250:1:1:0, , 29250:1:1:0, 32750:1:1:0, 31250:1:1:0;43750:1:1:0.00628931;23750:1:1:0;54250:1:1:0;15750:1:1:0;27750:1:1:0;27750:1:1:0;31750:1:1:0.0113636
lnt;ybeZ;ybeX;ybeY, 3257.0, , , , , , , 28750:1:1:0;40250:1:1:0;52250:1:1:0;38250:1:1:0;35250:1:1:0;52250:3:3:0.582278, 37750:1:1:0;27750:1:1:0;13250:2:3:1, 43250:1:1:0, 20250:1:1:0;10750:2:2:1;37250:1:1:0, 43750:1:1:0;36250:1:1:0;28750:2:3:1;10750:1:1:0;6250:2:2:1;27250:1:1:0, 6250:2:2:1;17250:1:1:0;5750:1:1:0;43750:1:1:0;10750:1:1:0;750:1:1:0;9250:1:1:0;32750:3:4:0.0277778
lolA;ycaJ;serS, 2692.7, , , , , , , 45750:1:1:0, 18250:1:1:0;13250:2:3:1, 53250:1:1:0;52750:1:1:0, 50250:1:1:0;53750:3:3:0.666667, 12250:1:1:0;33250:1:1:0;27250:2:3:1, 6250:1:1:0;36250:1:1:0;7750:1:1:0
lomR, 505.0, , , , , , , , , 48250:2:2:0.898734, 16750:2:2:0.983871;54750:3:4:0.262295, 46250:1:1:0, 8750:1:1:0;19750:1:1:0
lon, 1898.0, , 54750:3:5:0.173913;13250:2:2:1, 7250:1:1:0, , 29250:3:4:0.0416667, 28750:3:3:0.506849, 41750:1:1:0;27250:1:1:0, 16750:1:1:0;15250:1:1:0, 47250:1:1:0, 32750:1:1:0;10250:2:2:1;10250:1:1:0, 7250:2:2:1;12750:1:1:0, 23750:1:1:0;15750:1:1:0;47750:1:1:0
lpcA, 547.3, , , , , , , 45250:3:3:0.633803, , , , , 
lpdA, 1156.0, , , , , , , , 18250:1:4:0.0144928, , 49250:1:1:0, 47750:2:3:1, 8750:1:1:0;15250:1:1:0;35750:1:1:0;1250:1:1:0.00884956
lpp, 279.3, 53750:3:4:0.0857143;55250:1:1:0, , , , , , , , 48750:1:1:0, , , 
lpxC, 809.0, , , , , , , , , , , 47250:1:1:0;40250:1:1:0, 25750:3:4:0.116667
lpxK;ycaI;kdsB;ycaR;ycaQ;msbA, 5695.3, , , , 35250:1:1:0, , , 54250:3:4:0.461538, , 42750:2:2:0.955357;50250:1:1:0.0105263;38750:1:1:0, 17250:2:2:1;29250:2:2:1;32750:1:1:0;20250:2:2:1;49750:1:1:0;35750:3:4:0.190476, 28750:1:1:0;31750:1:1:0;11750:2:2:1;57250:1:1:0;25750:1:4:0;3250:1:1:0;11750:1:1:0, 42250:3:4:0.0666667;33750:1:1:0;53750:1:1:0.00746269;35250:2:3:0.931624;9750:1:1:0;15250:1:1:0;8750:1:1:0;6250:2:2:1
lrhA, 836.3, , , , , , , , , , 49250:1:1:0, , 10750:1:1:0.00793651
lrp, 476.3, , 11250:2:2:1, , , 17250:1:1:0, , , 14250:1:4:0, 23250:1:1:0, 9250:1:1:0, , 
lysA, 1079.7, , , , , , , 30250:3:3:0.578125, , 53750:3:5:0.880734, 23250:1:1:0, , 33750:1:1:0;12250:2:2:0.992424;50250:1:1:0
lysC, 1167.3, , , , , , 7750:3:4:0.266667, 41250:3:3:0.434783, 9250:1:4:0, 41250:1:1:0, 29750:1:1:0, 31250:1:1:0;19250:1:1:0, 17750:1:1:0.00793651
lysP, 1240.7, , , , , , , , , , 10250:1:1:0;7750:2:2:1;19250:1:1:0;47750:3:4:0.25641, 21250:1:4:0;9250:1:1:0;19250:1:4:0;9250:1:1:0;17250:2:3:1;14250:2:2:1;32250:2:3:1, 39750:3:4:0.10084;1750:1:1:0;750:1:1:0;10250:1:1:0;750:1:1:0
lysR, 718.7, , , , , , , , 19750:2:3:1;50250:1:1:0, 48750:1:1:0;49750:1:1:0, 25750:1:1:0, 45750:1:1:0, 23750:1:1:0
lysU, 1307.0, , , 47250:1:1:0.0246914, , , , 27250:3:4:0.442105, 36250:1:1:0, , 53750:1:1:0, 22250:1:1:0;12250:2:2:1, 49250:3:4:0.0733333;6750:1:1:0.00628931;55250:1:1:0
lyxK;sgbH;sgbE;sgbU;yiaM;yiaO;yiaN, 5030.3, , , , , , , 29250:1:1:0;38750:3:3:0.531915;48250:1:1:0;43750:3:3:0.513514;39750:1:1:0;34250:3:3:0.575342;26750:1:1:0;53750:3:4:0.275862, 24750:1:4:0.025;17250:2:3:1;18250:1:1:0;37750:1:1:0;12250:1:4:0, 15750:1:1:0, 48750:1:1:0;24750:1:1:0, 20250:1:4:0;21750:1:4:0;10750:1:1:0;11250:2:2:1;43750:1:1:0;14250:2:2:1;18750:1:1:0, 17750:1:1:0;10250:2:2:1;3250:1:1:0;7750:1:1:0;29250:3:4:0.0852713;42750:3:4:0.135484;10750:1:1:0;19750:1:1:0;54250:1:1:0
maa, 537.0, , , , , , , 37250:3:3:0.492308;21750:2:2:1, 3750:1:4:0.0487805, , , 39250:1:1:0, 35250:1:1:0;21750:2:2:1;59750:1:1:0
macB;macA, 2315.0, , , , , , , 29750:3:3:0.651515;48250:3:3:0.603774;50750:1:1:0;39750:1:1:0, 23750:1:1:0;19750:2:3:0.947368, , 12250:2:2:1;10250:1:1:0, 46750:1:1:0;22750:2:3:1;34250:1:1:0;9750:1:1:0, 750:1:1:0;23750:1:1:0;10250:1:1:0
maeB, 1875.7, , , , , 25750:1:1:0;30250:2:3:1, , 29750:3:4:0.363636, , , 48250:3:4:0.325, , 15750:1:1:0;19750:1:1:0;22750:1:1:0
maf, 554.7, , , , , , , , , , , , 25250:1:1:0
malE, 1024.0, , , , 2250:1:4:0, , 24250:3:3:0.690476, 26250:2:2:1, , , 18250:1:1:0, , 43750:3:4:0.0583333;19250:1:1:0
malF;malG, 1958.3, , , , , , , , 20750:1:4:0, 41250:2:2:0.940299;50250:2:2:0.896552;55750:3:5:0.875, 22750:1:1:0;45750:3:4:0.205128, 3750:1:1:0;39750:2:3:1;15250:1:1:0;9250:1:1:0, 14250:1:1:0;53250:3:6:0.2;18250:1:1:0;2250:1:1:0;7750:1:1:0.00900901;40750:3:3:0.925373
malI, 896.3, , , , , , , , 9750:1:1:0, , 53750:1:1:0, , 62250:3:6:0.166667
malM, 792.3, , , , , , , 28250:1:1:0, , , 43250:3:4:0.205882, , 
malP;malQ, 3542.0, , , , , , , 41750:1:1:0;32250:1:1:0.012987;47750:3:4:0.315789;33750:3:3:0.4;49250:3:4:0.297872;52250:3:3:0.571429;30250:3:3:0.522727;45250:1:1:0;44750:1:1:0, 16250:1:1:0, , 50250:3:4:0.0909091;50250:1:1:0.0512821;10250:1:1:0, 6750:2:2:1;16250:2:3:1;4250:2:2:1;32750:1:1:0;10250:2:2:1, 20750:1:1:0;36250:3:3:0.888158;2750:1:1:0;29750:3:4:0.0654206;4250:1:1:0;19750:1:1:0;42250:1:1:0;24750:2:2:0.993007;3250:1:1:0;37750:1:1:0;1750:1:1:0;12750:1:1:0;58750:1:1:0
malS, 1689.7, , , , , , , 26750:2:2:1;52750:1:1:0;28750:1:1:0, , 53250:1:1:0, 12750:1:1:0, 24250:1:4:0;33250:1:1:0, 4750:2:2:0.991379;12250:2:2:0.991304
malT, 2183.7, 29750:1:1:0;23250:2:3:0.981982;4750:1:1:0;22750:1:1:0, 15750:2:2:1, 10250:1:1:0;5750:1:1:0;52750:1:1:0;58750:3:5:0.218391, 3250:1:1:0;4250:2:2:1, 2750:1:1:0;7250:2:2:0.974359;2750:1:1:0;5750:1:1:0, 9250:1:1:0;8250:3:3:0.626667, 30250:3:3:0.414286;3250:2:2:1;30250:3:3:0.714286, 27250:1:1:0;3250:1:1:0;44250:1:1:0;52250:3:4:0.1875;11250:1:1:0;6750:1:4:0;7750:2:3:0.981481, 3250:2:2:1;43250:2:2:0.954023;57750:3:5:0.221053, 6750:2:2:1;45250:3:3:0.727273;48250:1:1:0;3750:1:1:0;4750:1:1:0;9750:2:2:1;38250:1:1:0, 12250:2:2:1;2750:2:2:1;2750:2:2:1;33250:1:1:0;41250:1:1:0, 3250:1:1:0;19250:1:1:0;32250:2:3:0.946429;1750:1:1:0.0105263;15750:1:1:0;4750:2:2:1;8250:2:2:1;9250:1:1:0;4750:2:2:0.989583;27250:1:1:0;42250:1:1:0;35250:1:1:0;8750:1:1:0.00847458
malX;malY, 2195.0, , , , , , , 43250:3:3:0.589286;46250:1:1:0, 14250:1:4:0;19750:1:4:0, 49750:1:1:0, 24250:1:1:0;19250:2:2:1;13750:2:2:1;38750:1:1:0;48750:1:1:0, 43750:1:1:0;35750:1:1:0;18250:1:4:0, 20250:2:2:1;57750:3:6:0.651376;9250:1:1:0;20250:2:2:0.992424;30750:1:1:0;37250:1:1:0.010101
malZ, 1510.7, , , , , , , , 14750:1:1:0, 55750:3:5:0.852273;38250:1:1:0, 37750:3:4:0.42;27750:1:1:0, 20750:2:2:0.958333, 750:1:1:0;23750:1:1:0;9250:1:1:0;4250:2:2:1;8750:1:1:0
manA, 1004.7, , , , , , , 30250:3:3:0.569444;41250:1:1:0;58750:3:6:0.0958904;35750:1:1:0;52250:1:1:0, 32750:1:1:0, 57750:1:1:0.0106383, , , 19250:1:1:0;31250:3:3:0.904255;54750:3:6:0.623762
manB;manC, 1500.3, , , , , , , , 9250:1:4:0, , , , 62250:3:6:0.642105;55250:1:1:0;24250:1:1:0
manX;manY;manZ;yobD, 2552.3, , , 30750:1:1:0.016129, , 22250:2:3:0.923077, , 49750:1:1:0, 9250:1:4:0.0196078;23250:2:3:0.978723;4750:1:1:0;9250:1:1:0, 40750:1:1:0.025974;43250:1:1:0, 25750:1:1:0, 35750:1:1:0;6750:2:2:1;12250:2:2:0.888889, 1250:1:1:0;7750:1:1:0.0116279
map;dapD;glnD, 3521.0, , , , , , 46750:3:4:0.342466;29750:3:3:0.6, 30750:1:1:0, , 26250:1:1:0;52750:3:5:0.884211;42250:2:2:0.898148;43250:1:1:0, , 45750:1:1:0;17250:1:4:0;32250:1:1:0;7250:2:2:1;40750:1:1:0, 4250:2:2:1;38250:1:1:0;11750:1:1:0.00847458;19750:1:1:0;4750:2:2:0.993289;17750:1:1:0
marB;marA;marR, 953.0, 8750:1:1:0, , , , , , , 21250:1:4:0.0408163;22250:1:1:0, 34750:2:2:1, 13750:1:1:0, , 
marC, 624.3, , , , , , , , , , 19250:1:1:0, , 41750:3:4:0.0416667
mazG;chpA;chpR, 1219.7, , , , , , , 51750:3:3:0.623188, 28250:1:1:0, , 37250:1:1:0, 27750:1:1:0, 21750:1:1:0;14250:1:1:0;34250:1:1:0
mcrB;mcrC, 2015.0, , , , , , , 51750:1:1:0;30250:3:3:0.504505, 9250:1:1:0, , 33750:1:1:0, 32750:1:1:0;40250:1:1:0;26750:1:1:0, 42250:1:1:0;34750:2:3:0.972222;9250:1:1:0;42750:1:1:0.0119048;20750:2:2:0.987879
mdh, 842.7, , , , , , , , 22250:1:4:0.030303, , 17750:1:1:0, , 16750:1:1:0
mdlB;mdlA;ybaO, 3172.3, , , , , , , 51250:1:1:0;54250:3:4:0.315789, 18250:1:4:0;24250:1:4:0.0925926, 56750:3:5:0.777778, 58750:3:6:0.0909091;49750:1:1:0.027027, 26750:1:1:0;30250:1:1:0;41250:1:1:0;33250:1:1:0;43750:1:1:0;56250:1:1:0, 42250:1:1:0.010101;28750:1:1:0;32750:1:1:0;27250:3:4:0.0423729
mdoB, 1859.7, , , , , , , 54250:1:1:0.0425532;37250:3:3:0.533333;57750:3:6:0.435897, 4250:1:1:0, 34750:2:2:0.99, , 34250:1:1:0;9750:2:2:1, 55250:1:1:0;23750:1:1:0;45250:3:3:0.898438;50250:3:4:0.0267857;45250:3:4:0.0608696;1750:1:1:0
mdoC, 1022.0, , , , , , , , , 43250:2:2:0.9375, , 14750:1:1:0, 32750:3:4:0.0652174;56750:1:1:0
mdoG;mdoH, 3239.0, , , , 53750:3:6:0.5625, , , , 16250:1:1:0;9250:1:4:0, 52750:1:1:0.0190476, 48250:1:1:0;32750:1:1:0;56750:1:1:0.027027;10250:1:1:0;9750:1:1:0;16750:2:2:1;28750:1:1:0, 12750:1:1:0;31250:1:1:0;14250:1:1:0, 12250:2:2:1;5250:1:1:0.00877193;23750:1:1:0;54750:1:1:0;23750:1:1:0;42750:3:4:0.0795455;21750:2:2:1
melA, 1149.3, , , , , , , 37250:3:3:0.515152;53250:1:1:0;28750:1:1:0, 31750:2:3:1, , 48250:1:1:0, , 35750:1:1:0;42750:1:1:0.00671141;30250:1:1:0.016129;23750:1:1:0
melB, 1171.7, , , , , , , 58750:3:6:0.121951, 21250:1:1:0;13250:2:3:0.96063;7750:2:3:0.959184, , , , 40250:3:3:0.893162;15250:2:2:1
melR, 797.3, , , , , , , 45750:1:1:0, , , 9750:1:1:0, 28250:1:1:0, 9250:2:2:0.993548
menD;menE;yfbB;menB;menC, 4363.7, , , , 26750:1:1:0, , , 52250:1:1:0;52750:1:1:0;46750:1:1:0;38750:3:4:0.397059;30250:3:3:0.568627;32750:1:1:0, 11750:1:1:0;21250:2:3:1;22250:1:4:0, 38750:1:1:0;44750:2:2:0.894737, 55750:3:4:0.314286;10250:1:1:0;40750:1:1:0.03125;13250:1:1:0;56250:1:1:0;45250:3:3:0.896552;50250:1:1:0;34750:1:1:0;54250:3:6:0.05;16750:2:2:1, 4750:2:2:1;31250:1:1:0;22250:1:1:0;32750:1:1:0;36750:1:1:0;46250:1:1:0;21750:1:4:0;30250:1:1:0;42250:1:1:0.0952381, 1250:1:1:0;47750:1:1:0;29250:1:1:0;40250:1:1:0.0119048;30250:1:1:0;34250:1:1:0;55250:1:1:0;48250:1:1:0;42750:3:4:0.060241;42250:3:4:0.0752688
menF, 1072.3, , , , , , , 56250:1:1:0, 14250:1:4:0.037037, , 52750:1:1:0;54750:3:4:0.380952, 27250:1:1:0;28750:2:3:1;11750:2:2:1, 3250:1:1:0;7250:1:1:0;42250:1:1:0
menG, 471.0, , , , , , , 49750:1:1:0, , , , , 
metA, 773.0, 40750:1:1:0, , , , , , 32750:1:1:0, , , , 41250:1:1:0, 
metB;metL, 2818.7, , , , , , 41250:3:4:0.300885;28750:3:4:0.478873, 44250:3:4:0.356322;49750:1:1:0;38250:1:1:0, 13750:1:1:0;9750:1:1:0;29750:2:3:0.958333, 25750:1:1:0, , 3750:2:2:0.965517;6750:1:1:0, 3250:1:1:0
metC, 1013.0, , , , , , , , , 53250:3:5:0.0267857;50750:1:1:0, 34750:1:1:0, 47750:2:3:1, 750:1:1:0;28250:3:3:0.872727
metE, 1821.3, , , , , , , 53250:1:1:0, 31750:2:3:0.93617, , 13250:1:1:0;49250:3:3:0.698113;12250:2:2:1, , 6250:2:2:1
metF, 789.7, , , , , , , 47250:3:4:0.328947;51250:1:1:0, , , 18250:1:1:0, 43750:1:1:0, 55750:1:1:0;60750:3:4:0.0601504
metG, 1611.0, , , , , , , 48250:3:4:0.460317;26250:2:2:1, 13250:1:1:0, 53750:3:5:0.875, , 15750:1:1:0, 10750:2:2:0.986111;7250:2:2:1;5250:2:2:0.99187;11250:2:2:1;17250:2:2:1
